009,011,024,031,042,023,017,053,019,048,002,016
060,034,022,048,058,049,004,027,025,058,011,021
054,013,019,040,003,014,047,022,054,022,049,048
060,016,031,002,033,043,015,038,044,046,043,032
052,032,050,055,011,022,001,007,002,060,013,017
009,047,007,041,031,006,052,033,051,045,054,024
028,057,017,050,023,026,040,002,038,013,053,049
017,036,035,010,044,024,038,024,026,037,043,013
004,009,054,001,010,019,047,044,028,039,009,017
005,012,060,022,017,046,045,059,031,001,057,056
045,008,001,026,009,041,001,058,023,018,033,047
060,036,044,015,047,011,011,030,042,056,017,052
026,006,011,027,052,053,009,058,038,050,037,030
020,015,040,036,028,005,039,045,052,015,034,002
021,034,028,004,040,058,058,003,010,030,041,005
023,011,057,047,003,032,055,060,047,041,053,023
001,055,024,007,058,043,007,048,040,034,020,057
033,012,010,002,038,049,008,023,055,002,018,047
023,043,020,034,005,035,042,039,053,060,055,019
032,019,002,035,016,020,006,022,031,016,043,020
044,002,053,048,012,006,027,047,014,033,038,060
029,054,044,006,001,042,051,044,020,023,056,047
008,017,022,052,052,014,011,034,003,028,031,051
058,042,048,051,013,016,027,059,045,036,052,043
027,010,055,049,002,020,004,011,031,013,051,038
038,016,044,050,025,016,045,058,002,043,026,060
034,053,055,031,023,027,001,013,053,012,030,038
023,024,023,001,028,034,031,036,011,018,033,005
041,021,042,007,014,016,046,023,033,017,024,011
059,026,056,033,055,017,024,033,043,036,057,030
019,017,040,004,045,049,057,034,019,012,042,022
031,021,027,021,055,012,013,059,029,020,018,044
050,043,047,007,042,013,031,042,051,056,031,058
033,041,029,034,033,050,055,058,031,022,043,010
011,002,038,023,036,004,003,037,025,047,030,044
023,049,028,013,052,049,022,036,034,058,015,056
033,027,022,055,007,054,031,019,040,028,004,003
004,017,008,048,032,027,050,022,047,030,032,055
018,038,042,044,033,055,058,035,041,002,046,031
048,034,058,051,044,004,045,027,045,044,050,040
036,007,052,048,037,012,029,040,007,009,028,023
042,008,021,058,034,015,047,002,010,003,049,003
003,038,050,047,038,007,056,022,002,022,056,054
008,032,059,009,045,013,041,053,039,049,009,044
047,019,048,030,029,050,022,015,037,055,021,040
053,042,036,009,005,025,009,054,027,042,010,013
005,050,032,034,043,016,041,060,049,056,033,054
029,025,025,008,060,040,049,007,031,008,060,051
031,030,023,045,024,046,024,012,056,002,022,010
039,026,036,016,025,056,059,031,013,033,004,055
033,030,017,032,033,006,022,017,037,050,041,028
054,015,048,006,004,038,049,002,046,011,030,032
022,030,016,032,018,053,011,058,043,034,013,052
048,018,024,059,054,039,044,013,011,053,043,030
057,007,002,023,033,026,005,017,038,058,018,049
049,035,060,035,018,007,055,034,004,042,028,036
058,008,058,033,052,058,020,060,027,001,026,003
047,023,001,037,026,009,030,053,023,040,018,059
058,024,033,020,043,031,017,049,053,055,027,041
006,002,055,030,056,008,038,052,031,037,054,052
017,016,027,007,034,038,048,021,047,026,059,010
009,028,045,029,041,054,036,025,018,046,025,055
013,015,060,018,021,032,005,040,017,042,044,060
051,009,035,025,035,006,014,030,012,018,003,040
026,043,056,039,056,029,057,036,052,027,011,006
041,022,016,048,009,048,032,041,055,023,016,039
050,060,031,035,037,042,043,007,044,054,013,034
045,025,038,021,049,012,046,049,010,025,059,008
001,011,008,046,060,010,028,027,001,003,020,041
015,008,004,039,009,050,008,034,015,007,052,006
043,004,011,032,056,007,009,037,039,035,015,040
040,014,060,033,043,054,041,036,015,045,010,024
022,018,005,046,011,008,032,056,047,043,012,015
024,015,029,016,009,049,025,050,010,045,032,048
029,028,014,015,059,053,015,023,025,044,037,051
060,006,053,029,003,012,045,001,010,008,056,003
020,005,032,006,055,051,051,004,001,029,054,035
057,042,052,041,004,032,057,029,046,012,023,036
014,039,029,004,019,030,060,052,034,006,050,006
006,036,020,050,035,053,035,047,018,001,046,055
024,041,007,031,058,048,045,040,006,009,059,037
009,027,009,015,055,005,001,033,014,023,050,057
011,036,049,008,045,056,014,059,020,018,009,033
035,048,038,035,007,033,038,012,054,005,025,039
013,057,026,051,045,014,053,045,034,010,046,002
055,044,022,029,026,030,005,027,059,048,028,018
046,043,033,004,011,049,035,013,006,005,033,057
012,025,053,022,003,046,010,009,031,057,008,055
050,030,013,011,027,031,032,037,021,003,012,016
029,051,049,047,005,010,049,040,016,006,046,053
058,047,041,004,020,054,007,037,012,027,027,003
037,025,002,012,042,046,006,010,025,021,050,019
031,012,055,056,029,041,022,013,006,013,059,017
057,041,005,014,052,031,045,002,058,054,052,046
047,020,036,050,054,038,017,039,006,021,021,035
001,002,025,001,020,052,060,045,016,009,046,058
044,034,015,058,040,055,040,022,001,038,013,049
036,012,010,014,059,039,003,057,056,036,029,006
029,043,031,029,028,055,059,029,048,043,049,036
060,001,020,044,022,044,032,042,023,007,044,014
026,005,051,001,030,028,010,026,043,038,019,011
009,003,036,021,058,059,039,034,007,032,050,013
032,002,012,060,032,060,046,040,028,017,022,026
003,030,022,007,018,013,007,026,031,049,011,007
010,048,027,019,020,032,040,016,053,004,044,010
037,016,021,054,030,051,011,029,044,017,031,032
029,012,034,014,028,014,042,033,028,007,059,034
030,005,005,015,049,026,018,026,023,021,021,002
018,035,008,014,015,046,024,052,029,002,035,003
020,031,001,006,038,040,011,060,038,014,009,039
019,026,023,051,013,058,007,044,046,021,028,031
022,014,056,038,016,034,036,026,001,024,020,042
011,031,018,010,021,007,023,037,037,028,052,044
021,052,033,028,009,034,007,051,003,059,036,058
019,053,016,004,040,008,002,017,040,027,009,024
003,016,037,006,049,019,025,051,039,019,057,027
056,001,011,056,012,045,019,005,029,030,036,038
059,040,036,015,046,025,060,031,009,022,046,016
057,010,014,042,003,005,014,037,041,030,049,004
012,043,010,055,036,055,008,052,047,040,005,002
019,029,018,045,028,025,020,051,035,004,052,042
035,046,023,017,030,024,045,011,020,017,059,028
021,039,019,036,009,045,029,039,010,033,008,047
023,030,031,005,057,037,042,036,005,018,010,056
021,005,002,059,039,052,047,048,024,043,055,014
051,043,021,030,008,024,008,016,025,052,027,039
057,046,019,058,043,009,029,010,011,026,011,041
052,009,046,054,035,051,017,037,042,034,042,060
016,047,035,059,046,059,015,049,041,040,052,003
040,057,046,030,019,016,014,031,004,058,022,043
027,053,003,044,048,004,006,051,048,027,017,021
037,048,047,001,007,059,034,036,034,003,056,034
029,009,014,011,016,015,039,044,008,026,011,005
049,044,023,048,014,019,033,031,024,025,033,022
026,058,045,032,054,055,004,045,004,030,036,054
057,035,046,039,047,028,025,054,035,014,060,008
005,016,024,014,045,007,010,039,006,046,054,031
056,050,057,023,019,028,051,059,014,013,001,012
053,005,025,022,046,009,033,015,007,052,028,006
014,049,049,033,010,017,047,051,006,027,050,015
009,053,024,021,049,028,015,041,041,050,021,047
048,033,022,012,020,045,033,025,017,006,007,004
032,046,058,041,025,059,039,055,004,034,032,022
057,038,048,005,052,026,052,037,054,060,013,027
012,004,035,042,057,012,015,003,040,042,050,053
049,042,007,002,017,048,058,017,047,055,024,019
